product,measure,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь
Помидоры свежие,1 кг,79.90,67.77,73.96,71.53,41.82,29.70,13.81,11.41,9.53,13.74,22.09,50.01,70.48,63.77,97.21,80.42,49.55,21.87,12.89,7.63,6.25,9.21,22.62,70.30,74.62,74.40,92.29,86.71,70.61,34.84,22.45,15.38,13.34,23.36,54.91,63.89,87.45,97.09,104.79,108.89,78.16,49.94,35.11,19.53,14.67,21.14,55.24,65.63,79.49,85.36,99.41,102.12,75.60,45.37,23.16,13.52,11.47,15.81,39.59,65.67,86.35,123.80,128.63,110.14,76.76,66.98,32.07,15.42,13.29,25.19,91.48,111.44,123.81,111.45,153.08,141.67,103.26,65.47,47.17,22.84,19.88,33.75,77.16,105.78,133.59,154.02,187.60,165.60,147.31,68.06,41.43,17.06,18.24,29.08,42.02,130.66,175.39,189.34,173.32,177.24,132.78,88.94,49.59,23.28,24.59,31.32,68.57,106.68,128.38,145.67,162.77,156.23,132.30,99.02,41.93,24.49,22.43,31.42,72.72,110.97,133.50,153.40,179.89,182.90,140.89,87.21,33.44,19.73,20.03,29.99,102.56,139.93,156.47,168.41,172.90,165.11,122.82,72.88,52.26,47.80,42.82,76.36,100.07,117.56,139.45,170.40,167.34,153.18,128.42,65.84,30.78,24.70,24.71,32.18,60.31,123.66,133.35,147.03,153.78,141.17,105.52,61.44,33.51,27.55,28.96,37.89,79.17,101.31,134.12,146.79,150.43,147.85,107.26,61.55,44.68,31.00,32.93,48.24,79.55,98.33,123.63,138.41,157.29,145.69,96.37,52.63,35.80,26.66,23.69,40.65,69.41,128.09,150.16,148.92,157.21,144.99,108.89,64.21,42.62,34.41,38.95,69.68,110.34,134.72,136.84,150.00,188.53,179.20,147.41,100.39,65.88,58.26,61.10,87.44,131.32,139.57,148.57,188.39,226.54,237.19,163.75,96.08,67.12,49.63,48.05,60.08,113.55,163.68,194.69,203.53,209.06,205.53,,,,,,,,
"Редиска, редька",1 кг,6.87,5.92,5.78,10.27,9.62,11.79,19.38,16.41,10.46,8.07,7.49,6.89,7.56,9.34,10.41,12.54,11.16,9.98,16.59,14.08,10.16,9.93,10.96,8.67,8.91,9.46,9.20,17.70,21.52,31.53,33.03,19.66,19.43,19.71,21.66,21.58,22.09,22.62,23.40,35.53,27.57,28.35,24.59,20.34,21.81,22.12,21.43,17.28,18.02,17.98,16.31,19.86,17.79,18.31,20.42,24.09,28.23,23.73,22.21,21.99,22.45,23.15,22.86,27.32,20.69,20.19,23.79,20.60,24.07,20.40,22.06,22.41,24.32,24.83,24.76,35.58,23.59,35.20,32.60,32.62,30.36,22.89,21.78,22.69,24.70,24.68,24.64,35.94,30.08,26.42,26.92,24.92,26.48,25.95,23.98,26.64,28.30,28.24,24.24,43.35,31.76,38.48,40.58,37.93,35.06,33.09,25.87,22.74,21.96,22.27,23.35,42.26,36.91,37.84,49.55,53.46,55.24,36.77,32.68,34.15,30.57,31.18,31.80,47.19,43.36,44.09,38.80,33.57,37.13,32.11,28.17,25.60,24.20,23.00,21.11,32.31,31.25,26.81,30.51,40.39,38.35,30.79,26.05,29.10,28.84,28.67,31.94,41.81,33.15,28.74,27.57,27.48,29.18,32.96,31.47,28.71,31.10,30.96,28.44,27.31,22.23,22.45,22.84,29.28,35.17,30.72,29.14,30.58,28.72,30.66,32.90,35.64,34.27,33.97,34.48,38.27,38.89,33.75,29.05,26.77,26.25,26.02,29.51,34.57,31.00,28.92,27.64,27.33,26.59,29.17,30.24,30.56,31.83,30.45,30.24,43.34,43.91,50.53,52.10,45.06,42.20,37.51,38.26,35.60,35.99,37.30,37.93,51.04,43.30,40.09,39.31,43.22,49.38,51.71,49.27,48.68,48.62,50.60,50.68,54.53,55.21,53.92,50.01,57.37,56.14,52.05,50.30,52.57,51.99,49.22,50.56,52.68,,,,,,,,
Баклажаны,1 кг,0.00,0.00,0.00,0.00,0.00,32.44,12.24,6.56,6.96,11.71,17.51,22.00,22.50,0.00,0.00,0.00,0.00,23.18,9.42,5.86,5.88,7.70,9.31,15.98,0.00,0.00,0.00,0.00,0.00,52.78,23.56,8.64,9.49,18.38,19.52,0.00,0.00,0.00,0.00,0.00,0.00,49.95,31.94,14.33,17.11,20.71,28.36,68.40,30.74,46.67,46.67,46.67,46.67,73.27,23.73,16.15,13.10,18.96,29.75,17.29,15.33,0.00,0.00,0.00,0.00,58.85,25.95,12.44,15.25,25.76,35.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.67,17.94,17.65,22.88,27.96,0.00,0.00,0.00,0.00,0.00,0.00,40.00,43.66,20.28,21.74,39.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,38.99,22.24,22.22,24.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.31,21.79,25.30,31.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.86,17.08,19.54,22.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.18,21.89,20.46,32.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.72,21.57,24.30,26.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.51,19.28,20.83,24.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.47,24.84,28.34,34.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.44,24.06,22.50,26.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.55,25.01,26.66,33.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.65,46.27,47.38,57.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.71,43.45,43.45,47.15,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,
Горох,1 кг,19.70,20.00,20.33,21.53,20.88,20.88,20.96,21.11,21.12,21.18,21.20,21.32,21.33,22.18,22.85,23.12,24.39,23.82,23.53,23.64,23.72,23.68,23.57,23.76,23.92,23.96,23.96,23.96,23.98,24.48,24.48,25.00,25.18,25.47,25.57,26.60,27.93,29.37,30.55,30.71,32.01,33.92,34.90,36.24,36.38,36.45,36.97,37.01,37.09,37.45,37.72,37.21,37.39,36.70,36.52,36.55,36.45,35.83,35.68,34.26,33.60,33.19,33.41,32.24,33.32,32.08,33.21,32.80,32.51,34.31,34.97,35.73,35.06,38.62,40.74,40.94,41.06,41.03,40.54,40.49,39.95,38.73,38.56,39.17,39.34,39.31,38.86,38.85,39.34,41.01,41.63,41.97,43.39,43.64,43.59,43.38,39.73,40.25,40.30,40.48,40.62,40.60,40.59,43.09,43.45,43.77,43.91,43.91,43.83,43.64,43.94,43.87,43.75,43.80,43.21,42.40,42.75,43.03,45.67,48.76,49.55,49.91,50.58,50.74,50.16,50.10,50.33,50.28,50.40,50.71,50.73,50.73,50.80,50.67,50.55,50.29,50.38,49.78,49.43,48.71,48.10,47.68,47.66,48.12,48.62,49.16,49.74,49.99,49.96,49.95,49.81,49.56,50.04,49.17,48.86,49.17,49.14,49.01,48.57,47.38,46.77,46.56,46.59,46.78,46.50,46.04,45.43,44.67,44.52,44.79,44.55,43.82,43.69,43.62,43.57,43.63,43.71,43.57,43.55,43.50,43.69,43.52,43.78,46.91,48.76,49.06,49.71,49.26,49.59,50.85,51.13,51.29,51.15,51.16,51.78,52.56,52.95,53.36,53.82,53.69,53.04,55.07,55.24,55.50,56.49,58.55,60.41,62.40,63.90,65.40,65.95,66.44,67.22,67.43,67.45,67.57,67.65,68.14,68.12,67.98,68.05,68.21,67.36,66.93,66.47,66.55,66.54,67.00,66.82,67.03,67.02,66.20,,,,,,,,
Чеснок,1 кг,47.15,44.22,45.29,53.95,57.82,40.12,27.57,26.62,29.58,34.21,36.32,45.79,53.32,59.35,61.56,83.02,78.34,39.08,36.37,35.01,45.67,51.33,53.30,58.39,72.60,80.72,80.12,73.76,73.90,66.12,56.10,53.69,55.22,65.97,72.54,74.16,74.54,75.86,76.18,75.42,75.29,71.10,59.05,57.38,58.11,60.61,65.69,69.71,70.18,70.03,66.92,63.26,64.85,66.06,63.76,63.27,60.55,86.71,132.61,146.87,150.26,159.10,171.12,167.88,141.28,99.52,100.15,140.29,204.28,241.38,248.15,247.88,252.56,274.70,288.36,316.27,329.72,296.37,248.80,212.86,151.66,136.60,125.73,117.64,116.75,114.37,104.25,105.09,106.24,115.19,100.93,96.24,103.84,122.44,133.28,141.52,160.92,166.26,173.37,164.02,168.75,166.57,157.19,146.42,114.67,106.03,108.81,110.11,113.66,118.48,126.07,135.31,138.59,136.96,127.54,109.73,114.45,173.18,205.43,221.79,243.64,253.00,274.80,354.41,373.98,275.94,199.26,172.47,196.25,258.91,283.44,299.15,311.73,333.17,337.81,327.57,307.25,229.94,199.71,188.92,187.50,194.70,210.87,233.98,281.42,365.49,373.67,381.99,371.08,192.41,175.15,168.52,163.33,157.07,149.47,140.45,137.97,132.74,130.94,128.69,125.89,118.31,103.81,83.12,78.34,76.63,73.87,77.00,75.38,75.86,78.68,88.97,94.23,98.54,98.25,101.05,110.44,128.25,149.68,160.83,171.48,179.73,208.33,418.05,396.36,312.78,281.95,253.64,246.16,260.82,267.86,275.52,282.45,281.03,276.98,284.82,297.83,298.79,283.35,281.26,276.39,277.83,270.69,268.59,281.44,312.33,374.63,413.57,320.80,271.48,257.59,244.79,235.71,230.12,230.10,230.40,232.22,236.98,236.48,243.25,246.95,235.97,201.19,184.81,177.96,184.89,194.71,207.12,221.29,250.67,277.00,295.24,,,,,,,,
Томатная паста,1 кг,40.37,40.42,40.42,40.42,40.47,40.53,40.69,40.75,40.90,41.19,41.14,41.14,41.14,41.52,41.62,41.62,41.62,41.56,41.24,41.28,41.35,41.63,41.90,43.66,43.66,43.59,43.59,43.62,43.76,44.51,44.51,46.56,46.64,46.71,47.01,47.54,56.27,62.33,63.17,63.93,64.15,64.16,63.85,69.47,72.84,73.89,74.80,90.00,90.76,91.11,91.17,91.22,91.24,91.30,89.64,89.11,86.00,75.56,77.10,77.91,78.78,79.95,79.95,81.80,82.90,82.90,82.49,82.14,82.30,86.12,86.08,86.08,86.23,86.68,86.08,85.61,85.47,85.60,84.71,85.60,85.16,85.99,87.80,86.92,86.89,87.31,87.31,87.41,82.13,82.24,82.23,82.89,82.79,82.79,83.33,83.48,86.15,86.98,86.99,87.04,87.04,87.15,87.15,86.83,83.34,82.71,85.08,87.51,88.85,90.29,93.25,93.81,93.76,94.60,97.05,98.05,99.14,101.34,102.26,104.08,104.40,105.54,106.33,106.45,107.45,108.00,108.45,108.52,108.57,110.55,111.39,111.50,112.80,113.07,113.15,113.79,114.17,113.82,114.54,114.98,115.39,115.35,115.32,115.72,112.05,111.94,112.05,116.81,116.36,114.60,114.32,113.56,113.65,113.12,113.77,115.07,115.45,116.42,116.44,116.57,116.79,116.75,116.90,116.20,115.10,114.90,114.57,114.67,114.73,114.90,115.64,116.09,116.05,116.07,115.76,115.80,115.68,115.79,115.89,115.98,116.30,116.51,116.49,117.35,117.86,118.01,119.45,119.55,119.48,119.71,119.90,125.01,125.67,125.76,128.37,128.41,128.30,130.72,130.72,130.16,131.07,132.73,133.80,135.54,146.21,149.09,149.64,150.61,153.29,157.38,158.16,158.52,158.71,159.99,160.93,161.64,164.01,164.63,167.88,176.37,176.55,178.40,178.81,179.18,180.66,180.46,181.75,182.07,183.29,183.49,184.05,184.24,,,,,,,,
Картофель,1 кг,4.71,5.00,5.38,6.07,10.79,13.03,8.74,7.82,7.88,7.53,8.35,11.43,13.04,14.02,13.89,17.62,21.39,19.15,13.76,11.04,12.20,12.96,14.47,15.00,18.92,18.36,18.23,17.62,18.05,16.43,11.75,9.41,9.65,12.56,12.73,12.36,12.90,14.62,15.89,14.58,20.44,18.84,17.66,15.51,15.50,16.41,16.61,16.86,18.60,18.99,18.90,20.30,30.09,24.81,17.91,12.95,13.28,13.20,12.48,13.23,14.16,15.46,16.15,16.57,25.34,19.82,13.67,11.56,12.64,14.99,15.43,19.07,26.41,27.33,25.63,22.70,20.58,28.96,26.22,20.59,15.17,14.40,14.63,15.12,14.65,13.93,12.66,12.26,16.53,24.51,18.35,17.67,16.37,15.82,17.77,23.60,24.33,23.33,21.88,22.15,27.09,32.58,27.32,24.18,22.91,20.47,22.00,24.26,24.57,25.12,28.12,35.62,45.02,45.74,26.72,21.93,21.71,27.47,29.61,29.55,29.40,29.54,28.21,27.11,24.85,23.31,18.44,17.70,17.66,17.09,16.49,16.40,16.32,15.80,14.30,14.02,17.75,27.60,23.71,19.65,17.50,17.34,19.85,23.02,24.77,25.62,30.95,33.66,41.45,44.92,30.08,26.47,24.40,25.92,26.58,29.04,30.05,30.45,28.49,26.20,26.55,26.75,20.03,16.83,17.47,17.04,16.69,16.89,16.21,15.12,15.26,15.93,18.95,26.50,21.92,20.29,21.37,19.77,18.98,19.81,21.03,22.15,24.62,34.44,31.77,35.80,27.71,23.24,21.44,22.98,25.89,29.73,31.12,32.34,33.87,35.92,39.64,51.47,38.88,31.99,29.81,32.41,36.20,40.12,40.69,40.53,41.03,41.81,41.16,46.32,32.80,30.15,30.15,30.61,30.91,32.11,34.52,38.13,37.16,35.94,39.35,49.70,47.60,43.07,38.67,33.77,30.99,31.45,31.84,31.41,31.63,32.08,,,,,,,,
Сахар-песок,1 кг,23.95,23.81,23.77,24.12,24.13,24.16,26.73,26.94,26.72,26.50,26.54,26.57,27.69,35.97,37.16,36.50,36.05,35.82,35.88,35.20,34.14,33.89,33.35,30.78,30.14,29.72,29.38,29.08,28.32,28.72,28.73,28.49,29.06,29.38,28.89,27.73,28.38,28.27,29.29,29.49,31.78,36.11,33.87,33.11,32.71,32.98,35.23,36.45,35.64,35.16,34.91,34.71,36.97,38.00,41.35,41.05,42.82,43.67,43.78,45.90,52.15,53.39,54.32,52.79,51.65,50.63,49.66,49.94,51.48,51.76,52.09,56.11,60.93,64.82,64.92,65.20,65.02,65.17,67.27,71.58,62.69,55.02,51.93,51.49,51.86,51.31,51.38,50.94,55.66,54.69,52.85,52.19,49.76,48.46,48.41,48.66,48.35,48.16,47.59,47.75,49.67,49.31,49.26,49.16,49.11,49.59,49.43,49.03,48.67,48.69,55.68,54.93,53.35,53.55,53.02,52.85,52.69,52.43,52.95,53.03,52.51,52.04,51.33,52.00,52.19,51.28,51.78,52.78,53.85,55.40,55.87,56.77,57.33,57.07,56.54,56.22,55.40,54.68,54.87,56.40,56.62,55.39,55.12,53.57,54.48,53.98,53.24,54.40,53.67,55.40,59.16,58.58,51.91,48.93,48.58,47.90,47.02,46.81,46.87,46.46,46.87,49.46,48.16,45.82,46.32,49.24,48.31,47.87,47.48,47.12,46.85,46.98,46.69,46.53,46.47,45.81,44.61,43.38,42.54,41.60,41.34,41.38,44.25,46.88,46.07,44.78,44.61,44.84,46.82,52.57,53.53,54.22,54.69,60.02,64.65,65.99,65.20,66.21,65.54,64.59,65.10,67.76,69.46,70.78,71.06,71.03,85.67,86.38,88.37,97.01,98.76,97.81,96.11,93.61,92.45,91.57,91.48,91.64,91.49,90.79,90.75,91.10,90.92,90.25,87.60,86.13,85.09,83.09,81.66,81.46,81.82,81.97,,,,,,,,
Мед пчелиный натуральный,1 кг,93.58,93.69,93.59,94.79,94.79,95.03,95.18,95.12,94.88,94.62,95.02,95.43,95.64,97.06,91.63,92.07,92.05,92.13,90.91,91.17,97.48,100.93,101.39,101.37,101.60,101.47,101.47,101.80,101.84,117.56,124.24,125.18,125.86,136.12,137.94,138.78,150.61,155.70,157.66,159.39,167.27,176.99,184.27,187.44,196.23,199.36,208.10,240.53,241.26,241.38,244.04,252.00,251.18,250.88,249.22,246.56,244.32,245.20,245.57,245.57,246.11,249.08,250.10,248.47,244.12,245.07,246.03,246.71,243.91,243.89,247.22,249.05,239.93,238.53,236.33,234.25,235.31,246.18,248.09,249.34,234.42,246.43,257.01,258.59,257.59,258.56,259.29,259.69,263.55,262.89,262.15,262.03,266.87,271.45,272.29,276.15,276.22,276.51,279.13,281.76,281.35,280.20,280.08,278.52,273.91,281.38,285.90,306.29,312.00,315.51,320.40,318.23,319.00,319.72,321.64,321.47,322.80,327.88,336.96,341.37,340.61,340.33,340.90,341.75,341.77,342.53,341.94,331.81,329.54,329.06,329.17,329.74,329.85,329.64,329.38,325.65,324.85,323.57,321.33,308.25,296.35,296.16,299.91,303.45,306.45,303.82,304.92,304.95,304.26,301.73,300.37,299.18,300.63,300.25,310.98,315.73,316.51,312.36,309.44,308.33,309.03,309.35,307.64,305.84,305.12,303.69,304.41,305.45,306.31,306.46,306.53,306.34,305.66,306.06,306.20,307.98,308.00,309.50,309.03,308.44,308.84,309.50,309.78,313.68,313.77,310.30,309.63,308.64,311.72,327.29,340.92,333.36,327.17,328.97,329.61,340.87,340.51,346.89,353.64,359.71,364.34,367.43,371.58,374.42,376.50,381.16,382.50,386.42,389.17,396.16,396.92,400.55,404.75,411.53,414.75,418.27,422.66,427.54,435.96,434.61,434.79,436.19,439.91,449.35,455.91,463.08,463.63,451.64,453.48,455.59,461.21,474.98,,,,,,,,
Соль,1 кг,8.15,8.15,8.15,8.19,8.24,8.29,8.29,8.29,8.30,8.30,8.32,8.39,8.43,8.43,8.43,8.43,8.43,8.43,8.77,8.77,8.78,8.82,8.81,8.82,8.83,8.99,8.97,8.98,8.99,8.85,8.89,9.06,9.20,9.76,10.24,10.79,11.08,11.31,11.86,11.16,11.26,11.48,11.58,11.64,11.94,11.98,12.18,12.25,12.25,12.25,12.22,12.22,12.22,12.22,12.22,12.22,12.21,12.59,12.59,12.60,12.28,12.29,12.31,12.31,12.10,12.15,12.53,12.64,12.83,13.27,13.41,13.54,13.81,14.56,14.63,14.68,14.65,14.64,14.64,14.81,15.59,15.59,15.59,15.59,15.64,15.99,16.01,15.95,15.91,15.94,15.94,15.96,16.56,16.73,16.74,16.75,17.05,17.08,17.15,17.19,17.45,17.45,17.52,17.71,17.02,16.02,16.25,16.56,17.07,17.38,17.40,17.60,17.68,17.49,17.27,17.52,17.44,17.62,17.69,18.06,18.17,18.17,18.07,18.26,18.28,18.29,18.31,18.13,18.28,18.38,19.40,19.51,19.42,19.42,19.43,19.35,19.10,18.98,19.07,19.26,19.26,19.34,19.30,19.05,19.11,19.01,18.87,18.85,18.84,18.61,18.24,18.11,17.97,17.95,17.96,18.05,18.15,18.18,18.18,18.18,18.18,18.11,18.19,18.31,18.50,18.57,18.57,18.54,18.58,18.64,18.80,18.80,18.84,18.84,18.69,18.65,18.77,19.13,19.20,19.21,19.20,19.23,19.28,19.42,19.28,19.05,19.04,19.18,19.18,19.25,19.19,18.92,18.89,18.89,18.83,18.78,18.66,18.29,18.13,18.12,18.24,18.46,18.48,18.54,18.51,18.67,19.35,20.16,20.32,20.48,20.54,20.76,20.81,20.83,20.83,20.71,20.78,20.77,20.82,20.89,21.51,21.85,21.84,21.85,21.95,22.25,22.36,23.61,24.26,24.93,24.73,24.63,,,,,,,,
Майонез,1 кг,79.21,79.21,79.21,78.62,78.62,78.62,78.62,78.66,78.67,78.74,78.87,78.87,78.87,78.87,80.46,80.44,80.44,80.44,80.46,80.47,80.46,80.44,80.43,80.45,80.23,80.23,80.23,80.19,80.14,79.35,79.39,79.28,79.39,102.09,103.42,104.83,106.47,110.98,113.57,123.00,125.32,125.55,126.39,126.44,126.45,126.62,127.90,128.80,129.39,129.39,134.98,130.96,130.97,130.52,129.00,129.30,130.18,130.18,127.92,128.68,127.23,116.03,115.77,115.53,114.92,114.92,114.98,116.31,119.73,122.99,125.77,127.26,127.20,127.94,119.75,118.56,118.84,118.76,121.83,125.15,125.66,125.66,125.68,126.06,131.23,133.00,130.72,129.50,129.37,129.35,129.36,129.33,130.08,130.80,130.87,132.02,120.06,120.65,120.67,118.69,118.67,119.48,119.47,119.33,115.70,113.04,113.43,114.23,114.58,116.61,119.23,119.48,119.52,119.91,120.05,120.19,122.70,128.41,130.80,130.76,127.72,126.24,124.61,123.20,122.54,122.59,122.62,123.36,125.79,126.23,125.32,125.21,126.64,127.88,126.83,126.41,126.88,127.17,126.63,126.78,127.92,128.70,129.28,129.59,126.01,125.34,125.34,125.92,125.73,124.54,124.53,122.21,121.59,121.28,121.64,122.68,124.06,124.48,124.31,124.22,123.99,124.00,124.21,124.24,123.89,124.24,124.45,125.02,126.09,125.73,125.63,125.95,125.97,126.85,126.85,126.85,126.91,126.78,126.65,126.52,126.22,126.01,126.24,126.64,126.62,127.14,127.21,127.13,127.06,128.23,128.99,131.15,131.56,132.80,136.50,139.95,142.58,152.24,163.58,166.45,168.13,171.63,172.87,173.83,176.10,180.65,188.03,192.89,196.57,199.82,201.97,202.78,205.60,209.10,212.86,213.69,218.48,220.50,222.17,228.88,236.10,241.77,243.48,240.99,241.16,242.63,243.40,243.90,244.58,247.79,249.16,253.95,,,,,,,,
Дрожжи,50 гр.,8.46,8.46,8.46,8.41,8.41,8.41,8.41,8.43,8.43,8.46,8.46,8.46,8.46,8.46,8.46,8.45,8.45,8.45,8.40,8.40,8.40,8.41,8.41,8.41,8.41,8.49,8.50,8.52,8.53,8.64,8.64,8.46,8.47,8.88,8.88,8.88,8.91,9.57,9.60,9.99,9.99,9.99,9.96,10.01,10.01,10.22,10.31,10.37,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.87,11.14,11.15,11.18,11.19,11.30,11.31,11.31,11.45,14.80,14.81,15.09,15.12,15.00,15.08,15.08,15.08,15.16,15.16,15.33,15.33,15.50,15.51,15.67,15.61,15.65,15.78,15.78,15.89,15.82,15.79,15.73,16.10,16.16,16.16,16.21,16.36,16.36,16.36,16.35,16.26,16.26,16.29,16.29,16.29,16.29,16.29,15.52,14.82,13.63,13.62,14.09,16.23,16.37,16.82,16.66,16.73,16.88,17.56,17.89,18.17,18.92,19.88,20.24,20.25,20.48,20.56,20.26,20.45,20.54,20.79,20.81,20.89,21.25,21.77,22.29,22.21,22.56,22.35,22.39,22.27,22.16,22.16,21.98,21.89,21.84,21.84,21.88,22.61,22.56,22.50,22.58,22.56,22.19,22.01,22.29,22.49,22.49,22.15,22.20,21.66,21.71,21.59,21.47,21.49,21.60,21.36,21.23,21.19,21.14,21.07,21.12,21.17,21.18,21.22,21.16,21.18,21.26,21.22,21.22,21.21,21.20,21.16,21.13,21.09,21.12,21.15,21.30,21.32,21.32,21.33,21.34,21.34,21.34,21.40,21.84,21.93,21.98,22.54,22.53,22.91,22.98,22.97,23.05,23.22,23.47,23.50,23.59,24.09,24.67,25.33,26.53,26.89,27.07,27.23,27.52,27.64,27.97,28.35,28.42,28.38,28.40,28.54,28.92,29.69,31.07,31.08,31.11,31.07,31.16,31.19,31.59,31.70,32.19,32.79,33.01,,,,,,,,
Кофе натуральный растворимый,100 гр.,65.43,65.54,65.56,61.35,61.35,61.44,61.44,61.45,61.46,61.47,61.52,61.52,61.90,61.58,61.60,61.94,61.95,62.23,61.97,62.01,62.24,62.46,62.55,62.59,62.63,62.60,62.61,62.82,62.83,63.43,63.43,64.31,64.35,64.61,64.72,64.90,65.02,65.30,65.79,65.31,73.54,75.96,77.62,77.51,77.80,78.21,78.83,79.03,79.72,80.27,82.45,88.14,88.94,88.93,88.98,89.11,89.95,94.64,93.51,91.51,95.34,94.37,97.57,98.20,103.08,104.86,105.69,107.51,108.55,112.38,113.22,113.63,114.28,115.03,117.72,118.15,118.00,120.72,121.22,121.65,184.58,184.45,184.67,184.76,184.88,185.58,185.88,185.94,186.21,186.28,186.28,186.31,187.01,187.56,187.60,187.86,184.07,184.50,186.28,186.73,187.33,187.50,187.74,188.59,187.62,187.76,188.42,189.80,191.19,193.84,198.99,207.25,209.16,210.23,215.03,217.79,217.78,214.18,215.98,217.92,218.65,218.50,219.30,220.40,220.67,220.57,221.43,223.19,224.74,231.92,232.18,232.10,230.76,235.04,232.14,230.92,230.40,228.22,227.32,222.76,220.36,217.90,217.63,218.24,218.47,221.70,221.48,221.62,221.31,222.41,225.54,225.99,225.76,225.51,226.65,228.33,228.65,230.52,230.62,230.26,230.30,231.52,231.29,229.71,228.67,228.54,230.12,229.48,227.19,226.19,222.91,222.61,220.09,214.75,213.45,213.14,214.13,216.66,216.96,217.11,217.24,216.70,216.27,215.62,215.47,215.17,215.32,215.62,215.78,215.41,215.74,216.78,221.40,223.68,217.11,210.27,210.44,210.80,210.80,211.67,213.16,215.62,215.23,216.33,218.89,220.90,226.03,239.89,241.06,249.29,252.51,252.80,255.04,258.78,260.88,262.45,261.86,263.29,269.27,274.45,278.36,280.40,279.34,276.68,284.95,289.85,285.73,285.99,286.34,288.33,289.33,290.62,,,,,,,,
